pid,Step 45,Step 40,Step 35,Step 30,Step 25,Step 20,Step 15,Step 10,Step 5
1500,0.13852600753307343,0.14098462462425232,0.14261005818843842,0.1464051902294159,0.1515800952911377,0.15887771546840668,0.1728561669588089,0.18182389438152313,0.24052540957927704
1501,0.2704986333847046,0.27395859360694885,0.27877676486968994,0.2825300693511963,0.28906744718551636,0.3019668459892273,0.3147315979003906,0.3314838409423828,0.3345091640949249
1502,0.16146063804626465,0.16158151626586914,0.16171938180923462,0.16220751404762268,0.1633249819278717,0.16331073641777039,0.16637007892131805,0.16868746280670166,0.17727690935134888
1503,0.16975656151771545,0.16947628557682037,0.1687704622745514,0.16755712032318115,0.16260895133018494,0.1619986891746521,0.1708730310201645,0.18490958213806152,0.22054323554039001
1504,0.2633591890335083,0.26314547657966614,0.26330819725990295,0.2633492946624756,0.2611996531486511,0.2600456476211548,0.2612234055995941,0.25341591238975525,0.2719440460205078
1505,0.19726838171482086,0.19747838377952576,0.1981070637702942,0.1998019814491272,0.20054621994495392,0.20786622166633606,0.22102075815200806,0.2680351734161377,0.3040013313293457
1506,0.19183045625686646,0.19337095320224762,0.19545035064220428,0.19738447666168213,0.20041614770889282,0.20591504871845245,0.21604277193546295,0.21466244757175446,0.2355847954750061
1507,0.3531174957752228,0.3527565598487854,0.35219380259513855,0.35251444578170776,0.35746920108795166,0.3597598969936371,0.3593205213546753,0.363487184047699,0.38149747252464294
1508,0.3239285349845886,0.3243553340435028,0.32459139823913574,0.32559847831726074,0.3267425000667572,0.337247759103775,0.3497372269630432,0.36834171414375305,0.3753931522369385
1509,0.33011394739151,0.3307456970214844,0.3310885429382324,0.3327220678329468,0.3349252939224243,0.33672475814819336,0.3382399082183838,0.34920060634613037,0.3515411615371704
1510,0.21128445863723755,0.21298983693122864,0.21406278014183044,0.2145797610282898,0.2160448133945465,0.2208426296710968,0.22594842314720154,0.24208055436611176,0.26195037364959717
1511,0.16696998476982117,0.16878148913383484,0.17018668353557587,0.1719597578048706,0.17332744598388672,0.17545795440673828,0.1720544993877411,0.1814066767692566,0.21836043894290924
1512,0.3067515790462494,0.30775532126426697,0.30855345726013184,0.31002873182296753,0.31257855892181396,0.31948521733283997,0.33450260758399963,0.345524400472641,0.35545527935028076
1513,0.2247191071510315,0.22637894749641418,0.2274685651063919,0.228667750954628,0.2296762764453888,0.23437944054603577,0.24702811241149902,0.27559351921081543,0.30228015780448914
1514,0.1901405155658722,0.1906960904598236,0.19144529104232788,0.1921769082546234,0.1932733952999115,0.1971096396446228,0.20456907153129578,0.20514321327209473,0.22382038831710815
1515,0.1189611479640007,0.11998628079891205,0.12147068232297897,0.12366798520088196,0.12835082411766052,0.13691717386245728,0.15308891236782074,0.19969984889030457,0.25562578439712524
1516,0.10282493382692337,0.1032237634062767,0.10456688702106476,0.10547319054603577,0.10556943714618683,0.10736031830310822,0.11065344512462616,0.138418510556221,0.16222944855690002
1517,0.10702170431613922,0.1088615283370018,0.11111310124397278,0.1152145117521286,0.12289179861545563,0.13226796686649323,0.1452396661043167,0.1763903945684433,0.23653750121593475
1518,0.14274801313877106,0.14436796307563782,0.14743345975875854,0.15050970017910004,0.15837107598781586,0.16358721256256104,0.1814710795879364,0.19457405805587769,0.22509406507015228
1519,0.2472328394651413,0.248598113656044,0.24943561851978302,0.25063222646713257,0.25344058871269226,0.2590005695819855,0.25652778148651123,0.26483121514320374,0.30770331621170044
1520,0.2052396535873413,0.20708824694156647,0.21022064983844757,0.2122454196214676,0.21625538170337677,0.22775596380233765,0.24056680500507355,0.2538198232650757,0.2681547701358795
1521,0.2122434377670288,0.21374234557151794,0.21558049321174622,0.22022059559822083,0.22261613607406616,0.2249029278755188,0.23446688055992126,0.2616877555847168,0.2800249457359314
1522,0.11609655618667603,0.11770609766244888,0.11945627629756927,0.1219487339258194,0.12417532503604889,0.12675650417804718,0.12287075817584991,0.12481271475553513,0.15492767095565796
1523,0.32241350412368774,0.3245081305503845,0.32610344886779785,0.32747572660446167,0.32940995693206787,0.33331531286239624,0.3446526825428009,0.3601803779602051,0.36840569972991943
1524,0.2516278326511383,0.25319769978523254,0.2549973130226135,0.25836408138275146,0.26564937829971313,0.2771356999874115,0.28338131308555603,0.2907218039035797,0.3294738829135895
1525,0.22436872124671936,0.22503046691417694,0.22576455771923065,0.2272017002105713,0.22996866703033447,0.23212042450904846,0.2407820224761963,0.25737014412879944,0.2535982131958008
1526,0.2780143618583679,0.27929431200027466,0.2810162305831909,0.2838539183139801,0.2916044294834137,0.2967967092990875,0.29934465885162354,0.31538692116737366,0.33634278178215027
1527,0.17968618869781494,0.18068118393421173,0.18244443833827972,0.18327674269676208,0.18735390901565552,0.20386098325252533,0.22024217247962952,0.23667192459106445,0.24894380569458008
1528,0.20786160230636597,0.20940224826335907,0.21109560132026672,0.21502861380577087,0.21981710195541382,0.22334739565849304,0.22744669020175934,0.2349628210067749,0.24422235786914825
1529,0.2534831464290619,0.2533476650714874,0.25362879037857056,0.2550199031829834,0.25918328762054443,0.2697589695453644,0.2902175784111023,0.3096449375152588,0.32737699151039124
1530,0.3692854344844818,0.370314359664917,0.3721340000629425,0.375537633895874,0.3803302049636841,0.38415825366973877,0.3874882459640503,0.39008384943008423,0.3972643315792084
1531,0.1574125736951828,0.1578843742609024,0.1589522808790207,0.1606781929731369,0.1654311865568161,0.1708540916442871,0.17919239401817322,0.18538716435432434,0.18875806033611298
1532,0.23417259752750397,0.23517152667045593,0.23616737127304077,0.23716244101524353,0.23769469559192657,0.23785622417926788,0.22859594225883484,0.23237761855125427,0.2557885944843292
1533,0.305405855178833,0.30583786964416504,0.30582499504089355,0.3062036335468292,0.306243360042572,0.30597397685050964,0.3065621256828308,0.3232828974723816,0.352993905544281
1534,0.3566286563873291,0.35754385590553284,0.35767096281051636,0.3605349659919739,0.36697784066200256,0.37217482924461365,0.3799377679824829,0.38334518671035767,0.2904595136642456
1535,0.22911575436592102,0.2290581613779068,0.22896522283554077,0.22853434085845947,0.22984695434570312,0.23324984312057495,0.24133086204528809,0.2668640911579132,0.3066186308860779
1536,0.1586872637271881,0.16105446219444275,0.1645985245704651,0.16810116171836853,0.17428946495056152,0.18988731503486633,0.20624879002571106,0.21787375211715698,0.22690369188785553
1537,0.3462563753128052,0.3465796411037445,0.34702008962631226,0.34798696637153625,0.35044974088668823,0.3523745536804199,0.35922008752822876,0.3734574615955353,0.3878977298736572
1538,0.13961490988731384,0.14265552163124084,0.1458602249622345,0.15099680423736572,0.1576831340789795,0.16955992579460144,0.18328911066055298,0.20740124583244324,0.25730380415916443
1539,0.22113734483718872,0.2220553308725357,0.22321200370788574,0.22491444647312164,0.22891221940517426,0.23734807968139648,0.24723848700523376,0.2544472813606262,0.289121150970459
1540,0.2622070610523224,0.2631215453147888,0.2639285922050476,0.26526474952697754,0.2617104649543762,0.27041855454444885,0.2734621465206146,0.2828431725502014,0.3069286346435547
1541,0.4697471261024475,0.47028592228889465,0.46986204385757446,0.47123610973358154,0.47512227296829224,0.4724845886230469,0.4733712673187256,0.4643862247467041,0.4164769649505615
1542,0.2313627004623413,0.23270779848098755,0.23382799327373505,0.23278376460075378,0.2331383377313614,0.24687063694000244,0.26049983501434326,0.27589747309684753,0.28856515884399414
1543,0.19205614924430847,0.19279752671718597,0.19594980776309967,0.2002713978290558,0.2074497938156128,0.21999457478523254,0.22757674753665924,0.23887038230895996,0.21620625257492065
1544,0.1528233289718628,0.15380042791366577,0.1557823270559311,0.15876807272434235,0.16277706623077393,0.17451834678649902,0.18469056487083435,0.19380751252174377,0.23051440715789795
1545,0.2532155513763428,0.2529347836971283,0.25205427408218384,0.25086936354637146,0.25451213121414185,0.2584522068500519,0.26354533433914185,0.2654297649860382,0.26920753717422485
1546,0.17256487905979156,0.1735203117132187,0.17420005798339844,0.1756417155265808,0.1777198314666748,0.17836596071720123,0.18863928318023682,0.2094758003950119,0.2232942432165146
1547,0.16049239039421082,0.1608097404241562,0.1615249365568161,0.16301760077476501,0.16281470656394958,0.16288715600967407,0.16948820650577545,0.1814504861831665,0.19894392788410187
1548,0.28148338198661804,0.28275883197784424,0.28485235571861267,0.2878739833831787,0.2891157269477844,0.28878214955329895,0.28970807790756226,0.30037015676498413,0.3204329013824463
1549,0.33722713589668274,0.3376683294773102,0.33877304196357727,0.33977895975112915,0.3397427499294281,0.34027349948883057,0.34051382541656494,0.3474750220775604,0.3551521897315979
