pid,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39,step_40,step_41,step_42,step_43,step_44,step_45,step_46,step_47,step_48,step_49
4000,0.0001062111987266,0.0002918523969128,0.0005849279696121,0.0009962788317352,0.0015234212623909,0.0022434908896684,0.0030867159366607,0.0040992423892021,0.0053020361810922,0.0067286728881299,0.0083159925416111,0.0101219220086932,0.0121838469058275,0.014273215085268,0.0167039278894662,0.0193279683589935,0.0221144221723079,0.0252390019595623,0.028589654713869,0.0322200022637844,0.0362541750073432,0.0404460467398166,0.0450042486190795,0.0498597510159015,0.0551488995552063,0.0607683956623077,0.0668072551488876,0.073278971016407,0.0802445709705352,0.0874322205781936,0.0951536819338798,0.1034810543060302,0.1120981276035308,0.1211765557527542,0.130637526512146,0.1411302089691162,0.1527265608310699,0.1659887433052063,0.1815520375967025,0.2005001902580261,0.2239630073308944,0.2532269060611725,0.289569616317749,0.3356941044330597,0.394015908241272,0.4653281569480896,0.545733630657196,0.6291177868843079,0.6972785592079163
4001,8.92665921128355e-05,0.0002262635098304,0.0004122880054637,0.0006940917810425,0.0010206867009401,0.0014469992602244,0.0019701714627444,0.0026232241652905,0.0034030687529593,0.0043706423602998,0.0054036290384829,0.006656214594841,0.0080056618899106,0.0095777260139584,0.0114165702834725,0.0134590538218617,0.0157396532595157,0.0184116624295711,0.0211966466158628,0.0245208963751792,0.0280797630548477,0.0321712866425514,0.0365767739713192,0.0415351688861846,0.0468753762543201,0.0525996200740337,0.0586933642625808,0.0653725564479827,0.0721957832574844,0.0797910466790199,0.0875807926058769,0.0961788296699523,0.1051413863897323,0.1142731308937072,0.1239903420209884,0.133897602558136,0.1445392817258834,0.1557937115430832,0.1673008948564529,0.1792854368686676,0.19163578748703,0.2042922079563141,0.2168302536010742,0.2298146784305572,0.2427351325750351,0.2557089328765869,0.268379271030426,0.2805295586585998,0.2925956845283508
4002,0.000163090400747,0.0003559165052138,0.0005841293605044,0.0008585845353081,0.0011391617590561,0.0014567854814231,0.0018235757015645,0.0022663651034235,0.0026872660964727,0.0032844180241227,0.0039701010100543,0.0047325985506176,0.0056881755590438,0.0068814591504633,0.0081402454525232,0.009745255112648,0.0116621199995279,0.0136671531945467,0.0160654485225677,0.0187166333198547,0.0215105954557657,0.0248609781265258,0.0285185314714908,0.0325166136026382,0.0370059944689273,0.0419226735830307,0.0475286394357681,0.0534553006291389,0.0599757805466651,0.0669739246368408,0.0735601782798767,0.0804671496152877,0.0881211087107658,0.0946523919701576,0.1013242006301879,0.1079398989677429,0.1143179461359977,0.12056914716959,0.1257587075233459,0.130523070693016,0.1346674114465713,0.1379760950803756,0.1412923038005828,0.1454496681690216,0.1525536030530929,0.164133995771408,0.1830297410488128,0.2063722312450409,0.2330228090286255
4003,0.0001533761678729,0.0003517547156661,0.0005627371137961,0.0008557516848668,0.0011894832132384,0.00159040116705,0.0020208153873682,0.0025587370619177,0.0031199590303003,0.0038451419677585,0.0046283798292279,0.0055624796077609,0.0065711890347301,0.0076268282718956,0.0089422594755887,0.0103518404066562,0.0119648436084389,0.0138008268550038,0.0158952064812183,0.0182294603437185,0.0209175311028957,0.0240833591669797,0.02772893384099,0.0316483005881309,0.036387912929058,0.0415380932390689,0.0477620884776115,0.0545632317662239,0.0622761659324169,0.0705650597810745,0.0800527185201644,0.0894993022084236,0.1001763567328453,0.1107847914099693,0.1219294816255569,0.1330568194389343,0.1442356258630752,0.1556949466466903,0.167112722992897,0.1789978146553039,0.1908883303403854,0.2036798000335693,0.2185247838497162,0.2389722466468811,0.2665078043937683,0.3044791519641876,0.3561613261699676,0.4252497553825378,0.5025730729103088
4004,0.0001791094837244,0.0003989643300883,0.0006676485063508,0.0010369038209319,0.0014907068107277,0.0019941865466535,0.0026627571787685,0.00348143838346,0.0044336677528917,0.0055859182029962,0.0067251822911202,0.0080741811543703,0.0097115281969308,0.0113956294953823,0.0129853561520576,0.0149149438366293,0.016997942700982,0.0190600473433733,0.0213302690535783,0.0240672770887613,0.0267703272402286,0.0298507139086723,0.0331538692116737,0.0368670299649238,0.0407402738928794,0.0452280789613723,0.0497671738266944,0.0549277961254119,0.0606197789311409,0.0664232447743415,0.0725607126951217,0.0788890197873115,0.086015485227108,0.0934715121984481,0.1013942062854766,0.1106152236461639,0.1203904449939727,0.1313073486089706,0.143080323934555,0.1553820073604583,0.1688878834247589,0.183280736207962,0.1999002695083618,0.219465285539627,0.2445930242538452,0.2735538482666015,0.3053560853004455,0.3373761177062988,0.3686728179454803
4005,0.0001944546384038,0.0004345854395069,0.0007498427294194,0.0011900851968675,0.0017554409569129,0.0025251470506191,0.0034824372269213,0.0048184813931584,0.0065261493436992,0.0085550993680953,0.0109325777739286,0.0138378953561186,0.0171805303543806,0.0210873484611511,0.0253087542951107,0.0301012564450502,0.0352854579687118,0.0413199104368686,0.0481859073042869,0.055210530757904,0.0636180341243743,0.0724795088171958,0.0819493979215622,0.0908089652657508,0.0999603345990181,0.108729176223278,0.1170882582664489,0.1250775605440139,0.1323525756597519,0.1392066329717636,0.1457546353340149,0.1515026241540908,0.1562945544719696,0.1606630831956863,0.1644461750984192,0.1674272269010543,0.170744314789772,0.1719903498888015,0.1733157932758331,0.1745820939540863,0.1757847070693969,0.1787972599267959,0.1854327172040939,0.1961409151554107,0.2145204842090606,0.2402379363775253,0.2761606574058532,0.3228339254856109,0.3789041638374328
4006,9.435862739337608e-05,0.0002202897594543,0.0003951888065785,0.0006169656990095,0.0009038269054144,0.0012770014582201,0.0017404028913006,0.002260101493448,0.0029190038330852,0.0036956979893147,0.004549877718091,0.005551628768444,0.0067015043459832,0.0080474382266402,0.0095209907740354,0.0112374909222126,0.0132003854960203,0.0152855282649397,0.0175918042659759,0.0202072262763977,0.022973109036684,0.0259554162621498,0.0292274877429008,0.0326089411973953,0.0362123884260654,0.040024634450674,0.0440250113606452,0.0479799248278141,0.052131850272417,0.0563573502004146,0.0605850964784622,0.0647593140602111,0.0690646991133689,0.07325379550457,0.0773515552282333,0.0816525891423225,0.0854916796088218,0.0895803123712539,0.0936482399702072,0.0976662039756774,0.1018702685832977,0.1064266264438629,0.1113412380218505,0.1162453889846801,0.1216296553611755,0.1275178641080856,0.1339705884456634,0.1410206258296966,0.1487714797258377
4007,0.0001100115405279,0.0002854186168406,0.0005292766727507,0.0008761396748013,0.0013644563732668,0.0020083817653357,0.0028808806091547,0.0040225880220532,0.0054400246590375,0.0073349527083337,0.0095553267747163,0.0122252237051725,0.015373645350337,0.0192364770919084,0.0236164424568414,0.0286370497196912,0.0344265401363372,0.0407731607556343,0.0477987974882125,0.0553109794855117,0.0637920498847961,0.0727910324931144,0.0822527408599853,0.0921621024608612,0.1022680848836898,0.112518586218357,0.1226889491081237,0.1326414495706558,0.1433212459087371,0.1536519229412078,0.1635506302118301,0.1734221577644348,0.182858407497406,0.1918533444404602,0.2000344693660736,0.2073443233966827,0.2138054817914962,0.2188159972429275,0.2224611639976501,0.2247125208377838,0.2256005704402923,0.2250004857778549,0.2233938723802566,0.2217993736267089,0.2211513519287109,0.2222993075847625,0.2302526533603668,0.2501948475837707,0.279542863368988
4008,0.0001571429311297,0.0003378413966856,0.0005491353804245,0.0008305960800498,0.0011554178781807,0.0015610352857038,0.0020077619701623,0.0024896815884858,0.0031067042145878,0.0036634695716202,0.0044459048658609,0.0052922032773494,0.0061310669407248,0.0070471982471644,0.0082000140100717,0.009337187744677,0.0106078833341598,0.0120538743212819,0.0135193997994065,0.0151806017383933,0.0169579833745956,0.0189258158206939,0.0210124049335718,0.0231643319129943,0.025810245424509,0.0284884311258792,0.031302373856306,0.0341768749058246,0.0374511145055294,0.0409027449786663,0.0446362197399139,0.0481123104691505,0.0521462075412273,0.0560956224799156,0.0606580227613449,0.0652797520160675,0.070311889052391,0.0754890739917755,0.0811461806297302,0.086988128721714,0.0940238833427429,0.1012900173664093,0.1092503741383552,0.1180309727787971,0.1275776326656341,0.1377549171447754,0.1484907567501068,0.1606715619564056,0.1743918657302856
4009,9.722038521431386e-05,0.0002197976427851,0.0003866637998726,0.0005740615888498,0.000845591246616,0.001178368111141,0.0015989639796316,0.0021155157592147,0.0026927688159048,0.0033780639059841,0.0042528286576271,0.005272670648992,0.0063266716897487,0.0076798205263912,0.0091422693803906,0.0107885673642158,0.012655695900321,0.014775788411498,0.0171427112072706,0.0196923539042472,0.0225765649229288,0.025761280208826,0.0293710697442293,0.0331802815198898,0.0375437587499618,0.0420686788856983,0.0469131134450435,0.0522681400179863,0.0575489066541194,0.0633122399449348,0.0693121924996376,0.0756947547197341,0.0828151255846023,0.0899731218814849,0.0978409349918365,0.106388121843338,0.1156624406576156,0.1253883987665176,0.1363808959722519,0.1477450430393219,0.1588503718376159,0.16976860165596,0.1803609877824783,0.190667986869812,0.2011851668357849,0.2117838114500045,0.2225686013698578,0.2337594479322433,0.2458122670650482
