pid,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39,step_40,step_41,step_42,step_43,step_44,step_45,step_46,step_47,step_48,step_49
4250,0.0001789658563211,0.0003938038134947,0.000686919898726,0.0011011433089151,0.0015327722067013,0.0021254559978842,0.0026377981994301,0.0033796976786106,0.004132155328989,0.0048302700743079,0.0056443167850375,0.006385754328221,0.0072697382420301,0.0083064492791891,0.0095360931009054,0.0109542459249496,0.012532440945506,0.014496149495244,0.016493160277605,0.0190151277929544,0.0217482894659042,0.0248906332999467,0.0278233475983142,0.031162628903985,0.0344572439789772,0.0376009792089462,0.0404838398098945,0.0438612923026084,0.0468651801347732,0.0499603860080242,0.0529259666800498,0.0556922182440757,0.0584378354251384,0.0612893886864185,0.0633866190910339,0.065901294350624,0.0679832249879837,0.0698010772466659,0.0714636147022247,0.0730784386396408,0.074892908334732,0.0764403939247131,0.0783810690045356,0.0800905600190162,0.0817247033119201,0.0839361250400543,0.0866390094161033,0.0896580219268798,0.0936398953199386
4251,0.0001126219649449,0.0002153309469576,0.0003328442981,0.0004567511496134,0.0006304047419689,0.0008094056393019,0.0010545577388256,0.0013043372891843,0.0017058200901374,0.0021400861442089,0.0025891475379467,0.0032246494665741,0.0038126625586301,0.004593230318278,0.0055666202679276,0.0065226196311414,0.0077652325853705,0.0091235619038343,0.0104172537103295,0.0120335537940263,0.0133880516514182,0.0147028565406799,0.0164152048528194,0.0177987329661846,0.0193190351128578,0.0207391064614057,0.0221046172082424,0.0233660601079463,0.0248717255890369,0.0262015219777822,0.0273992754518985,0.0288484375923872,0.0300835203379392,0.0314841382205486,0.0327677726745605,0.0341070219874382,0.0355818457901477,0.0368885286152362,0.0384888425469398,0.0398258864879608,0.0418087393045425,0.0435186699032783,0.0453719794750213,0.0475632101297378,0.0496788322925567,0.0519630871713161,0.0544411763548851,0.0572365000844001,0.0601374432444572
4252,9.895541006699204e-05,0.0001869432890089,0.0003026549238711,0.0004276981926523,0.0005744993686676,0.0007245944580063,0.0009097292204387,0.0011024270206689,0.0013341245939955,0.0015703727258369,0.0019102266523987,0.0022928128018975,0.0027699596248567,0.0032058795914053,0.0037881357129663,0.0043309712782502,0.0050317565910518,0.0057170153595507,0.0066557680256664,0.0076939119026064,0.0088907405734062,0.0102153737097978,0.0116596333682537,0.0133877601474523,0.0152138601988554,0.0172562804073095,0.0194128975272178,0.0217613577842712,0.0240048803389072,0.0262901559472084,0.0281532630324363,0.0301555097103118,0.0319354087114334,0.0333761721849441,0.0345908030867576,0.0356160551309585,0.0364745445549488,0.0370186939835548,0.0374112501740455,0.0377971716225147,0.0379482768476009,0.0379617437720298,0.0376633629202842,0.0379606634378433,0.037846028804779,0.0390013307332992,0.0408424660563468,0.0438887812197208,0.047864593565464
4253,0.0001659236731939,0.0003271905879955,0.000588109716773,0.0009159590699709,0.0013907761313021,0.0020162269938737,0.0028262881096452,0.0037264050915837,0.0050105703994631,0.0064011239446699,0.0080038979649543,0.0097616873681545,0.0119931707158684,0.0141675043851137,0.0166348349303007,0.0193304922431707,0.0221129786223173,0.0251473914831876,0.0280183292925357,0.0313872881233692,0.03489251434803,0.0382714420557022,0.0418546274304389,0.0455843433737754,0.0493529960513114,0.052823856472969,0.0558568835258483,0.0588230527937412,0.0619619041681289,0.0647798776626586,0.0680407062172889,0.0706579908728599,0.0732424706220626,0.0753653943538665,0.0772115737199783,0.0792843922972679,0.0818126797676086,0.0836033821105957,0.08528833091259,0.0865303799510002,0.088345430791378,0.0894599482417106,0.0909243449568748,0.0923030897974968,0.093675322830677,0.0954079031944274,0.0969467833638191,0.0985599607229232,0.1005228608846664
4254,0.0001695112441666,0.0003395840467419,0.0005523760337382,0.000829359574709,0.0011829971335828,0.0015572531847283,0.0019923378713428,0.0024667291436344,0.0029477248899638,0.0035115687642246,0.0041398522444069,0.0048970528878271,0.0055701369419693,0.0064364350400865,0.007535807788372,0.0086626214906573,0.0101684005931019,0.0119305904954671,0.0138799734413623,0.0164851658046245,0.0194047875702381,0.022795520722866,0.0272440481930971,0.0319553464651107,0.0370029509067535,0.0420074984431266,0.0475818552076816,0.053005002439022,0.0588983744382858,0.0648171678185463,0.0704753845930099,0.0764742195606231,0.0818378552794456,0.0873225480318069,0.0930675342679023,0.0983603149652481,0.1035070866346359,0.1081101819872856,0.1130238324403762,0.1175459176301956,0.1214993298053741,0.1250359416007995,0.1286803781986236,0.131768986582756,0.1346581429243087,0.136373296380043,0.1383415907621383,0.1404231786727905,0.1430603116750717
4255,0.0001394590362906,0.0002179647999582,0.0003423254820518,0.0004871065320912,0.0006485157064162,0.0008481231052428,0.0010741219157353,0.0013525993563234,0.0016945225652307,0.0021067990455776,0.0025656162761151,0.0031946399249136,0.0039107203483581,0.0047659669071435,0.0057309754192829,0.0067694215103983,0.0079510314390063,0.0092866905033588,0.01066355407238,0.0122610051184892,0.0139700975269079,0.0158655904233455,0.0177835766226053,0.0196446347981691,0.0216943435370922,0.0238294769078493,0.0258352011442184,0.02758614346385,0.0295236315578222,0.0314666330814361,0.0331782549619674,0.0346728786826133,0.0362882539629936,0.0377403832972049,0.0392135344445705,0.0403140448033809,0.0415341518819332,0.0424863062798976,0.0435923412442207,0.0447478108108043,0.0456249415874481,0.0465488210320472,0.047583982348442,0.0484911501407623,0.0495335198938846,0.0506661869585514,0.0522340238094329,0.0538932830095291,0.0553923174738884
4256,0.000105015002191,0.0002139069110853,0.0003260327212046,0.0004609915486071,0.0006558838649652,0.000903382198885,0.001276375260204,0.0017699386226013,0.0023856800980865,0.0033439046237617,0.0045598316937685,0.0057782372459769,0.0076392050832509,0.0096150571480393,0.0116498097777366,0.0142274079844355,0.0166555866599082,0.0193193797022104,0.02242929674685,0.0255547333508729,0.0290531925857067,0.0325496457517147,0.0360147729516029,0.0395665355026721,0.042843222618103,0.0462818965315818,0.0498488545417785,0.0531289726495742,0.0562612265348434,0.0591169632971286,0.0619913935661315,0.0647432804107666,0.0673163384199142,0.069471426308155,0.0716732069849968,0.0738118514418602,0.0756873935461044,0.0775836259126663,0.0793855562806129,0.0811267420649528,0.0828108191490173,0.0842833518981933,0.0857176780700683,0.0872394666075706,0.0887569710612297,0.0905397832393646,0.0924127921462059,0.0945184677839279,0.0967741012573242
4257,0.0001175149154732,0.0002367716224398,0.0003896487469319,0.0005664758500643,0.0007870163535699,0.0010895387968048,0.001520472113043,0.0020112167112529,0.0026444429531693,0.0034460288006812,0.0044226530008018,0.0055660735815763,0.0068985731340944,0.0083713680505752,0.0099707720801234,0.0117134572938084,0.0136698028072714,0.0156918186694383,0.0178653877228498,0.0203183572739362,0.0230941083282232,0.0258642602711915,0.0289099048823118,0.0318828262388706,0.0350289270281791,0.0379397273063659,0.0414617992937564,0.0446270927786827,0.0478047281503677,0.0510381571948528,0.054302554577589,0.0572601482272148,0.0600685812532901,0.0627968162298202,0.0655007511377334,0.0679973065853118,0.0708696395158767,0.0734042301774025,0.0759444683790206,0.0781684890389442,0.080714963376522,0.0833404436707496,0.0862509235739708,0.0891273096203804,0.0921662673354148,0.0954985171556472,0.0992826893925666,0.1037927642464637,0.1089836582541465
4258,0.0001619803806534,0.00035921233939,0.0005807097186334,0.0009016090771183,0.0013271893840283,0.0018498438876122,0.0025246776640415,0.003278121817857,0.0041348249651491,0.0052610579878091,0.006346121430397,0.0076285563409328,0.0090349651873111,0.010659709572792,0.0123192761093378,0.0140758566558361,0.0159054640680551,0.0178253166377544,0.0199044570326805,0.0219103395938873,0.0239935759454965,0.0260772127658128,0.0282082930207252,0.0307911932468414,0.0336108580231666,0.0368875153362751,0.0404109619557857,0.0436801686882972,0.0476659946143627,0.0510471388697624,0.0546198524534702,0.0582552850246429,0.0620009377598762,0.0654686987400055,0.0688704550266265,0.0715400427579879,0.0742512196302414,0.0764041021466255,0.0784506201744079,0.0802841037511825,0.0820944979786872,0.0841375589370727,0.0849637389183044,0.0865217894315719,0.0876830145716667,0.0890849307179451,0.090283527970314,0.092122234404087,0.094532273709774
4259,0.0001023969161906,0.0002048534224741,0.0003336084191687,0.0004779244773089,0.0006537217414006,0.0008338372572325,0.001052320934832,0.0012734078336507,0.0015302955871447,0.0017879295628517,0.0020667819771915,0.0023960249964147,0.002771156374365,0.0032018655911087,0.0035678257700055,0.0039225751534104,0.0043841921724379,0.0047975918278098,0.0053032701835036,0.005814678966999,0.0062338826246559,0.0066985236480832,0.0072893816977739,0.0077923266217112,0.0083316583186388,0.0088273221626877,0.0092500541359186,0.0098394751548767,0.0102806277573108,0.0107316095381975,0.0112312231212854,0.0117357382550835,0.0120743652805686,0.0125565230846405,0.0129058919847011,0.0132754426449537,0.0139006786048412,0.0141809415072202,0.0146666187793016,0.015005050227046,0.0155238127335906,0.015813598409295,0.0165025331079959,0.0169865563511848,0.0177398882806301,0.0185419358313083,0.0195531249046325,0.0209116637706756,0.0225876737385988
